asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
asv00226	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unclassified	unclassified
asv00227	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	metagenome
asv00228	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	unclassified	unclassified
asv00229	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	unclassified
asv00230	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	uncultured_bacterium
asv00231	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	uncultured_bacterium
asv00232	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB_OF53-F07	uncultured_soil
asv00233	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	unclassified
asv00234	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadales	Chthonomonadales	uncultured_bacterium
asv00235	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	Actinoallomurus_sp.
asv00236	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera	uncultured_bacterium
asv00237	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Candidatus_Glomeribacter	Candidatus_Glomeribacter
asv00238	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	unclassified
asv00239	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	unclassified
asv00240	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2	uncultured_Ktedobacteria
asv00241	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	uncultured_Rickettsiales
asv00242	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	uncultured_Alphaproteobacteria
asv00243	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	uncultured_bacterium
asv00244	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	unclassified
asv00245	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	uncultured_forest
asv00246	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_Zavarzinella
asv00247	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_planctomycete
asv00248	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	uncultured_bacterium
asv00249	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031	unclassified
asv00250	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	uncultured_bacterium
asv00251	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	uncultured	unclassified
asv00252	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	unclassified	unclassified
asv00253	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	unclassified
asv00254	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	BacC-u-018	uncultured_Chloroflexales
asv00255	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	unclassified
asv00256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_bacterium
asv00257	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria	uncultured_bacterium
asv00258	Bacteria	Armatimonadota	uncultured	uncultured	uncultured	uncultured	uncultured_Firmicutes
asv00259	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
asv00260	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionicicella	unclassified
asv00261	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	uncultured_Candidatus
asv00262	Archaea	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
asv00263	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	uncultured_bacterium
asv00264	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Verticiella	unclassified
asv00265	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured_bacterium
asv00266	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacteraceae	Ktedonobacterales_bacterium
asv00267	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales	Candidatus_Jidaibacter	metagenome
asv00268	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured_Ktedonobacter
asv00269	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	unclassified
asv00270	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV	uncultured_Termite
asv00271	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
asv00272	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	agricultural_soil
asv00273	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	unclassified
asv00274	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	unclassified
asv00275	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terriglobus	uncultured_bacterium
asv00276	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured	bacterium_enrichment
asv00277	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	unclassified
asv00278	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Bryocella	unclassified
asv00279	Bacteria	Patescibacteria	Parcubacteria	unclassified	unclassified	unclassified	unclassified
asv00280	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	uncultured_bacterium
asv00281	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	uncultured_bacterium
asv00282	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	uncultured	unclassified
asv00283	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	unclassified	unclassified
asv00284	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	unclassified
asv00285	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_bacterium
asv00286	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rs-E47_termite_group	Rs-E47_termite_group	unclassified
asv00287	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	uncultured	uncultured_beta
asv00288	Bacteria	Patescibacteria	Gracilibacteria	unclassified	unclassified	unclassified	unclassified
asv00289	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Anaerobacterium	uncultured_bacterium
asv00290	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	unclassified
asv00291	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	unclassified
asv00292	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	uncultured_organism
asv00293	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	unclassified
asv00294	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	uncultured_Candidatus
asv00295	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19	Blfdi19	uncultured_bacterium
asv00296	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter	uncultured_Acidobacteria
asv00297	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	uncultured_bacterium
asv00298	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	Dinghuibacter_silviterrae
asv00299	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB_OF53-F07	unclassified
asv00300	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	unclassified
asv00301	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Levybacteria	Candidatus_Levybacteria	Candidatus_Levybacteria	uncultured_Microgenomates
asv00302	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	unclassified	unclassified	unclassified
asv00303	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	CM1G08	unclassified
asv00304	Bacteria	Verrucomicrobiota	unclassified	unclassified	unclassified	unclassified	unclassified
asv00305	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified
asv00306	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured	uncultured_bacterium
asv00307	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
asv00308	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	unclassified
asv00309	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	uncultured_planctomycete
asv00310	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	unclassified	unclassified
asv00311	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV	unclassified
asv00312	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	unclassified
asv00313	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_Planctomycetia
asv00314	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	unclassified
asv00315	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	BacC-u-018	uncultured_Ktedonobacter
asv00316	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	unclassified
asv00317	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	Candidatus_Jorgensenbacteria	Candidatus_Jorgensenbacteria	Candidatus_Adlerbacteria
asv00318	Bacteria	Acidobacteriota	Acidobacteriae	unclassified	unclassified	unclassified	unclassified
asv00319	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_polyaromaticivorans
asv00320	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	37-13	metagenome
asv00321	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured_bacterium
asv00322	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa	uncultured_soil
asv00323	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	unclassified
asv00324	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119	C0119	uncultured_bacterium
asv00325	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	uncultured_bacterium
asv00326	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_Armatimonadetes
asv00327	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	unclassified
asv00328	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Staskawiczbacteria	Candidatus_Staskawiczbacteria	Candidatus_Staskawiczbacteria	uncultured_soil
asv00329	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	uncultured	uncultured_bacterium
asv00330	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella	metagenome
asv00331	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_chungangensis
asv00332	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473	uncultured_Ktedonobacterales
asv00333	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	unclassified	unclassified
asv00334	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	unclassified	unclassified
asv00335	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_thermal
asv00336	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	uncultured_bacterium
asv00337	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	unclassified	unclassified
asv00338	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_13	Subgroup_13	Subgroup_13	uncultured_forest
asv00339	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	uncultured	uncultured_bacterium
asv00340	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT_CU03-E12	CWT_CU03-E12	uncultured_bacterium
asv00341	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	uncultured_bacterium
asv00342	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	uncultured_Catabacteriaceae
asv00343	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	unclassified
asv00344	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured_Coxiellaceae
asv00345	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured_Hyphomicrobiaceae
asv00346	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella	unclassified
asv00347	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3_termite_group	CPla-3_termite_group	uncultured_bacterium
asv00348	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	uncultured	unclassified
asv00349	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	unclassified	unclassified	unclassified
asv00350	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	unclassified
asv00351	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured_Alphaproteobacteria
asv00352	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	unclassified
asv00353	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified	unclassified
asv00354	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	unclassified
asv00355	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	uncultured_bacterium
asv00356	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_relictisesami
asv00357	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_Firmicutes
asv00358	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	uncultured_Firmicutes
asv00359	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
asv00360	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	unclassified
asv00361	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	uncultured_Verrucomicrobia
asv00362	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	bacterium_Ellin6519
asv00363	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terriglobus	unclassified
asv00364	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	uncultured	uncultured_bacterium
asv00365	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	unclassified	unclassified
asv00366	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	uncultured_bacterium
asv00367	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	uncultured_bacterium
asv00368	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	unclassified
asv00369	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	uncultured_actinobacterium
asv00370	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	unclassified	unclassified
asv00371	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	uncultured_Planctomycetaceae
asv00372	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	uncultured	uncultured_bacterium
asv00373	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	unclassified	unclassified
asv00374	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27	mle1-27	unclassified
asv00375	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	unclassified	unclassified
asv00376	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured_bacterium
asv00377	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	unclassified
asv00378	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured	uncultured_bacterium
asv00379	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	unclassified	unclassified
asv00380	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	metagenome
asv00381	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_bacterium
asv00382	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured	unclassified
asv00383	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria	unclassified
asv00384	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	unclassified
asv00385	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
asv00386	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	unclassified	unclassified
asv00387	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	JG36-TzT-191	JG36-TzT-191	uncultured_Xanthomonadales
asv00388	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	B12-WMSP1	B12-WMSP1	uncultured_Chloroflexi
asv00389	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	Acidisoma_tundrae
asv00390	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	unclassified	unclassified	unclassified
asv00391	Bacteria	Chloroflexi	Chloroflexia	Elev-1554	Elev-1554	Elev-1554	uncultured_bacterium
asv00392	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	unclassified
asv00393	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured_Actinomycetales
asv00394	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88	EV818SWSAP88	EV818SWSAP88	unclassified
asv00395	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila	uncultured_bacterium
asv00396	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	unclassified	unclassified
asv00397	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_bacterium
asv00398	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured	soil_metagenome
asv00399	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae	metagenome
asv00400	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	metagenome
asv00401	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	unclassified	unclassified
asv00402	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	unclassified
asv00403	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	uncultured_Bacteroidetes
asv00404	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32	unclassified
asv00405	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	metagenome
asv00406	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales	uncultured_Chloroflexi
asv00407	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	uncultured_bacterium
asv00408	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	unclassified
asv00409	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27	mle1-27	uncultured_bacterium
asv00410	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19	Blfdi19	unclassified
asv00411	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria	uncultured_Firmicutes
asv00412	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	unclassified	unclassified
